"","Call.Number","Date.Time","Location","Police.District","Nature.of.Call","Status","Last Updated"
"8313",230800285,"03/21/2023 06:46:02 AM","3224 S 16TH ST,MKE","6","CONVEY PROPERTY","Service in Progress",NA
"8314",230800284,"03/21/2023 06:45:53 AM","1900 W LAYTON AV,MKE","6","TRBL W/SUBJ","Assignment Completed",NA
"8315",230800249,"03/21/2023 05:56:24 AM","2446 N VEL R PHILLIPS AV,MKE","5","STOLEN VEHICLE","To be Filed",NA
"8316",230800300,"03/21/2023 06:59:59 AM","5118 W STARK ST,MKE","7","TRAFFIC STOP","Service in Progress",NA
"8317",230800297,"03/21/2023 06:58:01 AM","5313 S 7TH ST,MKE","6","INVESTIGATION","Service in Progress",NA
"8318",230800295,"03/21/2023 06:56:44 AM","1015 N 10TH ST,MKE","1","FOLLOW UP","Assignment Completed",NA
"8319",230800290,"03/21/2023 06:55:13 AM","5298 N 74TH ST,MKE","4","FAMILY TROUBLE","Service in Progress",NA
"8320",230800293,"03/21/2023 06:54:22 AM","5100 W FAIRMOUNT AV,MKE","7","PATROL","Assignment Completed",NA
"8321",230800292,"03/21/2023 06:53:25 AM","411 E WISCONSIN AV,MKE","1","SPECIAL ASSIGN","Service in Progress",NA
"8322",230800277,"03/21/2023 06:51:41 AM","5571 N 74TH ST,MKE","4","ENTRY TO AUTO","Service in Progress",NA
"8323",230800291,"03/21/2023 06:51:28 AM","4514 W WISCONSIN AV,MKE","3","TRAFFIC STOP","Advised",NA
"8324",230800282,"03/21/2023 06:50:55 AM","843 S 35TH ST,MKE","2","TRBL W/SUBJ","Unable to Locate Complainant",NA
"8325",230800285,"03/21/2023 06:46:02 AM","3224 S 16TH ST,MKE","6","CONVEY PROPERTY","Assignment Completed",NA
"8326",230800270,"03/21/2023 06:25:31 AM","W APPLETON AV / W BURLEIGH ST,MKE","7","THEFT VEHICLE","Advised",NA
"8327",230800306,"03/21/2023 07:06:52 AM","3626 W FOND DU LAC AV,MKE","7","ASSIGN-ADMN MPD","Assignment Completed",NA
"8328",230800304,"03/21/2023 07:06:24 AM","4550 W WISCONSIN AV,MKE","3","TRAFFIC STOP","Advised",NA
"8329",230800301,"03/21/2023 07:01:45 AM","830 E OGDEN AV,MKE","1","INVESTIGATION","Service in Progress",NA
"8330",230800299,"03/21/2023 07:01:18 AM","2434 W WELLS ST,MKE","3","TRBL W/SUBJ","Service in Progress",NA
"8331",230800298,"03/21/2023 07:00:45 AM","2626 N 19TH ST,MKE","3","STOLEN VEHICLE","Unable to Locate Complainant",NA
"8332",230800300,"03/21/2023 06:59:59 AM","5118 W STARK ST,MKE","7","TRAFFIC STOP","Advised",NA
"8333",230800297,"03/21/2023 06:58:01 AM","5313 S 7TH ST,MKE","6","INVESTIGATION","To be Filed",NA
"8334",230800320,"03/21/2023 07:20:00 AM","N 10TH ST / W STATE ST,MKE","1","PATROL","Assignment Completed",NA
"8335",230800316,"03/21/2023 07:17:40 AM","2955 S CHASE AV,MKE","6","TRAFFIC STOP","Advised",NA
"8336",230800315,"03/21/2023 07:15:23 AM","2800 S CHASE AV,MKE","6","TRAFFIC LASER","Assignment Completed",NA
"8337",230800314,"03/21/2023 07:14:18 AM","2920 N VEL R PHILLIPS AV,MKE","5","ASSIGNMENT","Service in Progress",NA
"8338",230800307,"03/21/2023 07:14:02 AM","555 S LAYTON BL,MKE","2","TRBL W/SUBJ","Advised",NA
"8339",230800313,"03/21/2023 07:13:13 AM","2920 N VEL R PHILLIPS AV,MKE","5","CONVEY PROPERTY","Service in Progress",NA
"8340",230800310,"03/21/2023 07:11:54 AM","4715 W VLIET ST,MKE","3","ASSIGNMENT","Service in Progress",NA
"8341",230800299,"03/21/2023 07:01:18 AM","2434 W WELLS ST,MKE","3","TRBL W/SUBJ","Advised",NA
"8342",230800277,"03/21/2023 06:51:41 AM","5571 N 74TH ST,MKE","4","ENTRY TO AUTO","To be Filed",NA
"8343",230800278,"03/21/2023 06:35:58 AM","2760 N 60TH ST,MKE","7","LOOSE ANIMAL","Advised",NA
"8344",230800271,"03/21/2023 06:28:44 AM","2169 N 45TH ST,MKE","3","BATTERY DV","Open Investigation",NA
"8345",230800287,"03/21/2023 07:20:39 AM","N 60TH ST / W KEEFE AV,MKE","7","ACC PDO","Assignment Completed",NA
"8346",230800319,"03/21/2023 07:20:29 AM","3142 N ACHILLES ST,MKE","5","BATTERY","Advised/Referral",NA
"8347",230800330,"03/21/2023 07:31:11 AM","3626 W FOND DU LAC AV,MKE","7","ASSIGNMENT","Assignment Completed",NA
"8348",230800329,"03/21/2023 07:29:41 AM","3626 W FOND DU LAC AV,MKE","7","RETURN STATION","Assignment Completed",NA
"8349",230800327,"03/21/2023 07:28:44 AM","4504 W WISCONSIN AVE","SPD","TRAFFIC STOP","City Citation(s) Issued",NA
"8350",230800326,"03/21/2023 07:28:13 AM","3300 S 27TH ST,MKE","6","PATROL","Assignment Completed",NA
"8351",230800324,"03/21/2023 07:27:02 AM","2477 N 12TH ST,MKE","3","DEAD ON ENTRY","Service in Progress",NA
"8352",230800322,"03/21/2023 07:25:28 AM","2104 S 24TH ST,MKE","2","SUSPICIOUS-OTH","Assignment Completed",NA
"8353",230800314,"03/21/2023 07:14:18 AM","2920 N VEL R PHILLIPS AV,MKE","5","ASSIGNMENT","Assignment Completed",NA
"8354",230800310,"03/21/2023 07:11:54 AM","4715 W VLIET ST,MKE","3","ASSIGNMENT","Assignment Completed",NA
"8355",230800290,"03/21/2023 06:55:13 AM","5298 N 74TH ST,MKE","4","FAMILY TROUBLE","Assignment Completed",NA
"8356",230800341,"03/21/2023 07:44:19 AM","545 W LAYTON AV,MKE","6","FOLLOW UP","Service in Progress",NA
"8357",230800340,"03/21/2023 07:42:56 AM","749 W STATE ST,MKE","1","ASSIGNMENT","Service in Progress",NA
"8358",230800334,"03/21/2023 07:37:45 AM","3057 N 46TH ST,MKE","7","BATTERY DV","Advised/Referral",NA
"8359",230800356,"03/21/2023 07:59:06 AM","6680 N TEUTONIA AV,MKE","4","ASSIGN-ADMN MPD","Service in Progress",NA
"8360",230800355,"03/21/2023 07:56:31 AM","951 N JAMES LOVELL ST,MKE","1","COURT DUTY","Service in Progress",NA
"8361",230800350,"03/21/2023 07:54:48 AM","5727 N TEUTONIA AV,MKE","4","TRAFFIC HAZARD","Service in Progress",NA
"8362",230800351,"03/21/2023 07:53:37 AM","4504 W WISCONSIN AV,MKE","3","TRAFFIC STOP","City Citation(s) Issued",NA
"8363",230800349,"03/21/2023 07:52:25 AM","6680 N TEUTONIA AV,MKE","4","PROPERTY PICKUP","Assignment Completed",NA
"8364",230800348,"03/21/2023 07:52:15 AM","3006 S 27TH ST,MKE","6","THEFT VEHICLE","Service in Progress",NA
"8365",230800344,"03/21/2023 07:47:29 AM","2333 N 49TH ST,MKE","3","OUT OF SERVICE","Assignment Completed",NA
"8366",230800343,"03/21/2023 07:46:18 AM","4500 W WISCONSIN AV,MKE","3","ACC PDO","To be Filed",NA
"8367",230800365,"03/21/2023 08:04:00 AM","6929 W SILVER SPRING DR,MKE","4","REPORTS","Service in Progress",NA
"8368",230800363,"03/21/2023 08:03:33 AM","6929 W SILVER SPRING DR,MKE","4","SPECIAL ASSIGN","Service in Progress",NA
"8369",230800362,"03/21/2023 08:03:14 AM","215 N 35TH ST,MKE","3","ASSIGNMENT","Service in Progress",NA
"8370",230800337,"03/21/2023 08:03:03 AM","5400 N 92ND ST,MKE","4","SUSP PERS/AUTO","Service in Progress",NA
"8371",230800361,"03/21/2023 08:02:42 AM","4715 W VLIET ST,MKE","3","ASSIGN-ADMN MPD","Service in Progress",NA
"8372",230800353,"03/21/2023 08:02:26 AM","2402 S 19TH ST,MKE","2","STOLEN VEHICLE","Service in Progress",NA
"8373",230800357,"03/21/2023 08:00:28 AM","6929 W SILVER SPRING DR,MKE","4","REPORTS","Assignment Completed",NA
"8374",230800383,"03/21/2023 08:19:28 AM","S 60TH ST / W OKLAHOMA AV,MKE","6","INJ PERSON/SICK","Assignment Completed",NA
"8375",230800384,"03/21/2023 08:18:44 AM","5763 N 68TH ST,MKE","4","TRAFFIC STOP","Advised",NA
"8376",230800380,"03/21/2023 08:17:47 AM","2410 W FOREST HOME AV,MKE","2","TRBL W/SUBJ","Service in Progress",NA
"8377",230800382,"03/21/2023 08:17:18 AM","2733 W VILLARD AV,MKE","7","TRAFFIC STOP","Service in Progress",NA
"8378",230800366,"03/21/2023 08:16:51 AM","2920 N VEL R PHILLIPS AV,MKE","5","PRISONER TRANS","Service in Progress",NA
"8379",230800359,"03/21/2023 08:16:21 AM","3463 N VEL R PHILLIPS AV,MKE","5","DEAD ON ENTRY","Service in Progress",NA
"8380",230800370,"03/21/2023 08:13:17 AM","1526 N VAN BUREN ST,MKE","1","INJ PERSON/SICK","Unable to Locate Complainant",NA
"8381",230800374,"03/21/2023 08:13:01 AM","2333 N 49TH ST,MKE","3","SPECIAL ASSIGN","Service in Progress",NA
"8382",230800373,"03/21/2023 08:12:13 AM","821 W STATE ST,MKE","1","COURT DUTY","Service in Progress",NA
"8383",230800372,"03/21/2023 08:11:20 AM","3811 W LINCOLN AV,MKE","2","SPECIAL ASSIGN","Service in Progress",NA
"8384",230800371,"03/21/2023 08:11:09 AM","901 N 9TH ST,MKE","1","COURT DUTY","Service in Progress",NA
"8385",230800332,"03/21/2023 08:09:48 AM","3040 N CRAMER ST,MKE","1","ENTRY TO AUTO","Unable to Locate Complainant",NA
"8386",230800367,"03/21/2023 08:08:23 AM","3225 N 76TH ST,MKE","7","TRAFFIC STOP","City Citation(s) Issued",NA
"8387",230800305,"03/21/2023 08:06:27 AM","N 14TH LA / W VLIET ST,MKE","3","LOOSE ANIMAL","Service in Progress",NA
"8388",230800347,"03/21/2023 08:05:56 AM","N 30TH ST / W MICHIGAN ST,MKE","3","ACC PDO","To be Filed",NA
"8389",230800364,"03/21/2023 08:05:35 AM","200 N 35TH ST,MKE","3","INJ PERSON/SICK","Unable to Locate Complainant",NA
"8390",230800318,"03/21/2023 08:05:24 AM","6352 N 100TH ST,MKE","4","WELFARE CITIZEN","Service in Progress",NA
"8391",230800345,"03/21/2023 08:05:12 AM","800-BLK N 27TH ST,MKE","3","PROPERTY DAMAGE","Service in Progress",NA
"8392",230800353,"03/21/2023 08:02:26 AM","2402 S 19TH ST,MKE","2","STOLEN VEHICLE","Unable to Locate Complainant",NA
"8393",230800348,"03/21/2023 07:52:15 AM","3006 S 27TH ST,MKE","6","THEFT VEHICLE","To be Filed",NA
"8394",230800398,"03/21/2023 08:27:51 AM","901 N 9TH ST,MKE","1","COURT DUTY","Service in Progress",NA
"8395",230800385,"03/21/2023 08:26:55 AM","5835 W HAMPTON AV,MKE","7","PROPERTY DAMAGE","Service in Progress",NA
"8396",230800392,"03/21/2023 08:25:33 AM","217 N 68TH ST,MKE","3","ACC PDO","Service in Progress",NA
"8397",230800396,"03/21/2023 08:25:32 AM","4504 W WISCONSIN AVE","SPD","TRAFFIC STOP","City Citation(s) Issued",NA
"8398",230800391,"03/21/2023 08:24:27 AM","W HAMPTON AV / N GREEN BAY AV,MKE","7","TRAFFIC HAZARD","Service in Progress",NA
"8399",230800386,"03/21/2023 08:20:02 AM","749 W STATE ST,MKE","1","OUT OF SERVICE","Service in Progress",NA
"8400",230800380,"03/21/2023 08:17:47 AM","2410 W FOREST HOME AV,MKE","2","TRBL W/SUBJ","Advised",NA
"8401",230800382,"03/21/2023 08:17:18 AM","2733 W VILLARD AV,MKE","7","TRAFFIC STOP","Advised",NA
"8402",230800305,"03/21/2023 08:06:27 AM","N 14TH LA / W VLIET ST,MKE","3","LOOSE ANIMAL","Unable to Locate Complainant",NA
"8403",230800365,"03/21/2023 08:04:00 AM","6929 W SILVER SPRING DR,MKE","4","REPORTS","Assignment Completed",NA
"8404",230800409,"03/21/2023 08:37:47 AM","949 N 9TH ST,MKE","1","COURT DUTY","Service in Progress",NA
"8405",230800408,"03/21/2023 08:37:07 AM","2920 N VEL R PHILLIPS AV,MKE","5","INVESTIGATION","Open Investigation",NA
"8406",230800376,"03/21/2023 08:36:58 AM","N 2ND ST / W PLEASANT ST,MKE","1","ACC PDO","Service in Progress",NA
"8407",230800407,"03/21/2023 08:36:33 AM","1965 S 14TH ST,MKE","2","INVESTIGATION","Assignment Completed",NA
"8408",230800404,"03/21/2023 08:35:44 AM","4777 N 124TH ST,BUT","3","PROPERTY PICKUP","Service in Progress",NA
"8409",230800403,"03/21/2023 08:35:39 AM","5876 N 68TH ST,MKE","4","TRAFFIC STOP","Advised",NA
"8410",230800387,"03/21/2023 08:34:50 AM","3811 W LINCOLN AV,MKE","2","STOLEN VEHICLE","Service in Progress",NA
"8411",230800402,"03/21/2023 08:34:32 AM","3312 N 24TH PL,MKE","5","THEFT VEHICLE","To be Filed",NA
"8412",230800368,"03/21/2023 08:33:59 AM","1857 E KENILWORTH PL,MKE","1","INJ PERSON/SICK","Service in Progress",NA
"8413",230800342,"03/21/2023 08:31:15 AM","E CENTER ST / N BOOTH ST,MKE","5","SUSP PERS/AUTO","Service in Progress",NA
"8414",230800345,"03/21/2023 08:05:12 AM","800-BLK N 27TH ST,MKE","3","PROPERTY DAMAGE","Assignment Completed",NA
"8415",230800363,"03/21/2023 08:03:33 AM","6929 W SILVER SPRING DR,MKE","4","SPECIAL ASSIGN","Open Investigation",NA
"8416",230800341,"03/21/2023 07:44:19 AM","545 W LAYTON AV,MKE","6","FOLLOW UP","To be Filed",NA
"8417",230800418,"03/21/2023 08:44:55 AM","3869 S 84TH ST,MKE","6","BUSINESS CHECK","Assignment Completed",NA
"8418",230800416,"03/21/2023 08:44:13 AM","110 W COLLEGE AV,MKE","6","BUSINESS CHECK","Assignment Completed",NA
"8419",230800393,"03/21/2023 08:44:08 AM","3811 W LINCOLN AV,MKE","2","STOLEN VEHICLE","Service in Progress",NA
"8420",230800412,"03/21/2023 08:40:41 AM","619 W WALNUT ST,MKE","5","COMMUNITY MTNG","Service in Progress",NA
"8421",230800411,"03/21/2023 08:40:36 AM","S 16TH ST / W BRUCE ST,MKE","2","TRAFFIC HAZARD","Unable to Locate Complainant",NA
"8422",230800368,"03/21/2023 08:33:59 AM","1857 E KENILWORTH PL,MKE","1","INJ PERSON/SICK","Advised",NA
"8423",230800342,"03/21/2023 08:31:15 AM","E CENTER ST / N BOOTH ST,MKE","5","SUSP PERS/AUTO","Unable to Locate Complainant",NA
"8424",230800371,"03/21/2023 08:11:09 AM","901 N 9TH ST,MKE","1","COURT DUTY","Assignment Completed",NA
"8425",230800318,"03/21/2023 08:05:24 AM","6352 N 100TH ST,MKE","4","WELFARE CITIZEN","Advised",NA
"8426",230800417,"03/21/2023 08:59:54 AM","3335 W LAPHAM ST,MKE","2","THEFT VEHICLE","Service in Progress",NA
"8427",230800430,"03/21/2023 08:57:59 AM","2502 W TAMARACK ST,MKE","3","THREAT","Service in Progress",NA
"8428",230800415,"03/21/2023 08:57:44 AM","1840 N FARWELL AV,MKE","1","ASSIGNMENT","Service in Progress",NA
"8429",230800433,"03/21/2023 08:55:53 AM","3280 N 3RD ST,MKE","5","PROBATION/PAROLE","Assignment Completed",NA
"8430",230800431,"03/21/2023 08:55:10 AM","6800 W SILVER SPRING DR,MKE","4","TRAFFIC STOP","Advised",NA
"8431",230800401,"03/21/2023 08:52:20 AM","2766 N 46TH ST,MKE","7","ENTRY TO AUTO","Service in Progress",NA
"8432",230800429,"03/21/2023 08:51:31 AM","6929 W SILVER SPRING DR,MKE","4","ASSIGN-ADMN MPD","Service in Progress",NA
"8433",230800428,"03/21/2023 08:50:43 AM","1422 W GRANT ST,MKE","2","PROBATION/PAROLE","Assignment Completed",NA
"8434",230800426,"03/21/2023 08:50:03 AM","500 S HAWLEY RD,MKE","3","SPECIAL ASSIGN","Assignment Completed",NA
"8435",230800425,"03/21/2023 08:49:04 AM","3006 S 27TH ST,MKE","6","REPORTS","To be Filed",NA
"8436",230800424,"03/21/2023 08:48:47 AM","3215 N 76TH ST,MKE","7","TRAFFIC STOP","City Citation(s) Issued",NA
"8437",230800423,"03/21/2023 08:48:43 AM","4550 W WISCONSIN AV,MKE","3","TRAFFIC STOP","City Citation(s) Issued",NA
"8438",230800422,"03/21/2023 08:48:03 AM","5668 N 68TH ST,MKE","4","TRAFFIC STOP","Service in Progress",NA
"8439",230800421,"03/21/2023 08:47:53 AM","2200 N PROSPECT AV,MKE","1","BUSINESS CHECK","Assignment Completed",NA
"8440",230800420,"03/21/2023 08:47:34 AM","3131 N 38TH ST,MKE","7","FOLLOW UP","Assignment Completed",NA
"8441",230800412,"03/21/2023 08:40:41 AM","619 W WALNUT ST,MKE","5","COMMUNITY MTNG","Assignment Completed",NA
"8442",230800409,"03/21/2023 08:37:47 AM","949 N 9TH ST,MKE","1","COURT DUTY","Assignment Completed",NA
"8443",230800407,"03/21/2023 08:36:33 AM","1965 S 14TH ST,MKE","2","INVESTIGATION","To be Filed",NA
"8444",230800404,"03/21/2023 08:35:44 AM","4777 N 124TH ST,BUT","3","PROPERTY PICKUP","Assignment Completed",NA
"8445",230800398,"03/21/2023 08:27:51 AM","901 N 9TH ST,MKE","1","COURT DUTY","Assignment Completed",NA
"8446",230800337,"03/21/2023 08:03:03 AM","5400 N 92ND ST,MKE","4","SUSP PERS/AUTO","Assignment Completed",NA
"8447",230800446,"03/21/2023 09:08:40 AM","1150 N ALOIS ST,MKE","3","ASSIGN-ADMN MPD","Service in Progress",NA
"8448",230800443,"03/21/2023 09:05:23 AM","S LAYTON BL / W NATIONAL AV,MKE","2","INJ PERSON/SICK","Assignment Completed",NA
"8449",230800442,"03/21/2023 09:05:04 AM","4580 W WISCONSIN AV,MKE","3","TRAFFIC STOP","City Citation(s) Issued",NA
"8450",230800440,"03/21/2023 09:03:45 AM","1933 S 1ST ST,MKE","2","BUSINESS CHECK","Assignment Completed",NA
"8451",230800439,"03/21/2023 09:03:38 AM","7919 W BENDER AV,MKE","4","SHOTS FIRED","Service in Progress",NA
"8452",230800400,"03/21/2023 09:01:44 AM","2500 W OKLAHOMA AV,MKE","6","ASSIGNMENT","Service in Progress",NA
"8453",230800438,"03/21/2023 09:01:19 AM","2935 N 44TH ST,MKE","7","FOLLOW UP","Service in Progress",NA
"8454",230800427,"03/21/2023 09:00:12 AM","10330 W SILVER SPRING DR,MKE","4","MEET GOVT AGENCY","Assignment Completed",NA
"8455",230800385,"03/21/2023 08:26:55 AM","5835 W HAMPTON AV,MKE","7","PROPERTY DAMAGE","Open Investigation",NA
"8456",230800392,"03/21/2023 08:25:33 AM","217 N 68TH ST,MKE","3","ACC PDO","Advised",NA
"8457",230800366,"03/21/2023 08:16:51 AM","2920 N VEL R PHILLIPS AV,MKE","5","PRISONER TRANS","Assignment Completed",NA
"8458",230800465,"03/21/2023 09:19:19 AM","4125 W FLORIST AV,MKE","4","TRAFFIC STOP","Advised",NA
"8459",230800463,"03/21/2023 09:18:11 AM","548 W LAYTON AV,MKE","6","ACC UNKN INJ","Unable to Locate Complainant",NA
"8460",230800354,"03/21/2023 09:17:59 AM","N 10TH ST / W MICHIGAN ST,MKE","1","STOLEN VEHICLE","Service in Progress",NA
"8461",230800464,"03/21/2023 09:17:41 AM","2541 S 29TH ST,MKE","2","HOME VISIT DV","Assignment Completed",NA
"8462",230800448,"03/21/2023 09:17:11 AM","2929 W WISCONSIN AV,MKE","3","ENTRY TO AUTO","Service in Progress",NA
"8463",230800456,"03/21/2023 09:13:59 AM","1720 S 29TH ST,MKE","2","SUBJ WITH GUN","Service in Progress",NA
"8464",230800455,"03/21/2023 09:11:50 AM","2920 N VEL R PHILLIPS AV,MKE","5","INVESTIGATION","Service in Progress",NA
"8465",230800432,"03/21/2023 09:11:32 AM","10360 W FOUNTAIN AV,MKE","4","CALL FOR POLICE","Unable to Locate Complainant",NA
"8466",230800454,"03/21/2023 09:10:59 AM","3153 N 76TH ST,MKE","7","TRAFFIC STOP","Service in Progress",NA
"8467",230800389,"03/21/2023 09:10:31 AM","527 W GREENFIELD AV,MKE","2","ENTRY","Service in Progress",NA
"8468",230800450,"03/21/2023 09:10:14 AM","1114 W HISTORIC MITCHELL ST,MKE","2","PROBATION/PAROLE","Assignment Completed",NA
"8469",230800445,"03/21/2023 09:10:10 AM","2708 W CENTER ST,MKE","5","TRBL W/SUBJ","Advised",NA
"8470",230800446,"03/21/2023 09:08:40 AM","1150 N ALOIS ST,MKE","3","ASSIGN-ADMN MPD","Assignment Completed",NA
"8471",230800439,"03/21/2023 09:03:38 AM","7919 W BENDER AV,MKE","4","SHOTS FIRED","Assignment Completed",NA
"8472",230800438,"03/21/2023 09:01:19 AM","2935 N 44TH ST,MKE","7","FOLLOW UP","Assignment Completed",NA
"8473",230800415,"03/21/2023 08:57:44 AM","1840 N FARWELL AV,MKE","1","ASSIGNMENT","Advised",NA
"8474",230800393,"03/21/2023 08:44:08 AM","3811 W LINCOLN AV,MKE","2","STOLEN VEHICLE","To be Filed",NA
"8475",230800387,"03/21/2023 08:34:50 AM","3811 W LINCOLN AV,MKE","2","STOLEN VEHICLE","To be Filed",NA
"8476",230800391,"03/21/2023 08:24:27 AM","W HAMPTON AV / N GREEN BAY AV,MKE","7","TRAFFIC HAZARD","Assignment Completed",NA
"8477",230800479,"03/21/2023 09:28:42 AM","2440 N 45TH ST,MKE","3","THREAT","Service in Progress",NA
"8478",230800461,"03/21/2023 09:28:38 AM","10431 W FAIRLANE AV,MKE","4","INJ PERSON/SICK","Assignment Completed",NA
"8479",230800471,"03/21/2023 09:27:56 AM","9220 N JADAM LA,MKE","4","PROPERTY DAMAGE","Service in Progress",NA
"8480",230800478,"03/21/2023 09:27:43 AM","2410 W FOREST HOME AV,MKE","2","FOLLOW UP","Service in Progress",NA
"8481",230800477,"03/21/2023 09:27:04 AM","500 OAK STREE, OAK CREEK WI","SPD","ASSIGNMENT","Assignment Completed",NA
"8482",230800369,"03/21/2023 09:26:15 AM","9771 W DARNEL AV,MKE","4","PROPERTY DAMAGE","Service in Progress",NA
"8483",230800475,"03/21/2023 09:25:52 AM","9800 W MORGAN AV,MKE","6","PATROL","Assignment Completed",NA
"8484",230800472,"03/21/2023 09:23:55 AM","1440 W CHAMBERS ST,MKE","5","PROBATION/PAROLE","Assignment Completed",NA
"8485",230800468,"03/21/2023 09:21:45 AM","S 14TH ST / W LAPHAM BL,MKE","2","BATTERY","Unable to Locate Complainant",NA
"8486",230800466,"03/21/2023 09:20:28 AM","3010 S CHASE AV,MKE","6","ABAND/STOLEN PRO","Service in Progress",NA
"8487",230800467,"03/21/2023 09:20:22 AM","1825 S 37TH ST,MKE","2","PROBATION/PAROLE","Service in Progress",NA
"8488",230800454,"03/21/2023 09:10:59 AM","3153 N 76TH ST,MKE","7","TRAFFIC STOP","City Citation(s) Issued",NA
"8489",230800400,"03/21/2023 09:01:44 AM","2500 W OKLAHOMA AV,MKE","6","ASSIGNMENT","To be Filed",NA
"8490",230800401,"03/21/2023 08:52:20 AM","2766 N 46TH ST,MKE","7","ENTRY TO AUTO","To be Filed",NA
"8491",230800495,"03/21/2023 09:39:58 AM","949 N 9TH ST,MKE","1","COURT DUTY","Service in Progress",NA
"8492",230800483,"03/21/2023 09:39:20 AM","510 N 29TH ST,MKE","3","BATTERY DV","Service in Progress",NA
"8493",230800492,"03/21/2023 09:38:13 AM","2955 N 1ST ST,MKE","5","PROBATION/PAROLE","Assignment Completed",NA
"8494",230800489,"03/21/2023 09:36:40 AM","6604 W MILL RD,MKE","4","THEFT VEHICLE","To be Filed",NA
"8495",230800488,"03/21/2023 09:36:14 AM","2122 W BURNHAM ST,MKE","2","ACC PDO","To be Filed",NA
"8496",230800487,"03/21/2023 09:34:53 AM","6929 W SILVER SPRING DR,MKE","4","SPECIAL ASSIGN","Assignment Completed",NA
"8497",230800486,"03/21/2023 09:33:44 AM","411 E WISCONSIN AV,MKE","1","FOLLOW UP","Service in Progress",NA
"8498",230800437,"03/21/2023 09:33:37 AM","4335 N 14TH ST,MKE","5","LANDLORD/TEN TRB","Advised",NA
"8499",230800414,"03/21/2023 09:32:46 AM","2230 W COLLEGE AV,MKE","6","ENTRY TO AUTO","Service in Progress",NA
"8500",230800458,"03/21/2023 09:32:46 AM","3888 N PORT WASHINGTON AV,MKE","5","CALL FOR POLICE","Unable to Locate Complainant",NA
"8501",230800485,"03/21/2023 09:32:35 AM","515 W MORELAND BLVD, WAUKESHA WI","CIB","PROPERTY PICKUP","Service in Progress",NA
"8502",230800482,"03/21/2023 09:31:44 AM","4512 W WISCONSIN AV,MKE","3","TRAFFIC STOP","City Citation(s) Issued",NA
